Order,block,id,pop,fam,cone_number,date,cone_id,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability,lat,long,mean_july_temp,annual_precip,altitude,height_mm,growth_rate,budburst_timing,budburst_duration,age_first_flowering,needle_retention
2,A,7002,GE,GE9,10,22/02/2024,5,34.13,18.98,8.06,5.82,5.61,75,8,1,8,4,4,0.556108995,,,,,57.96,-4.76,13.47,1474.73,62,4070,0.22,40,27.5,15,1.6667
2,A,7002,GE,GE9,10,22/02/2024,3,43.58,22.15,7.3,5.62,7,82,7,1,6,4,4,0.50826067,,,,,57.96,-4.76,13.47,1474.73,62,4070,0.22,40,27.5,15,1.6667
2,A,7002,GE,GE9,10,22/02/2024,1,46.14,23.08,7.34,6.76,7.62,82,7,1,6,4,4,0.500216732,,,,,57.96,-4.76,13.47,1474.73,62,4070,0.22,40,27.5,15,1.6667
2,A,7002,GE,GE9,10,22/02/2024,4,44.92,22.43,8.8,7.21,7.3,83,10,1,6,4,4,0.499332146,,,,,57.96,-4.76,13.47,1474.73,62,4070,0.22,40,27.5,15,1.6667
2,A,7002,GE,GE9,10,22/02/2024,2,46.41,21.85,7.72,6.26,6.85,80,7,1,6,4,4,0.470803706,,,,,57.96,-4.76,13.47,1474.73,62,4070,0.22,40,27.5,15,1.6667
3,A,7003,BE,BE4,40,22/02/2024,4,34.39,18.91,8.28,8.21,7.55,52,16,1,6,4,1,0.549869148,4,20,12,0.6,57.63,-5.4,14.47,2476.13,21,5380,0.16,36,20,13,2
3,A,7003,BE,BE4,40,22/02/2024,2,39.5,21.59,9.96,7.58,6.7,57,16,1,7,4,1,0.546582278,4,29,15,0.517241379,57.63,-5.4,14.47,2476.13,21,5380,0.16,36,20,13,2
3,A,7003,BE,BE4,40,22/02/2024,5,34.13,18.51,7.48,7.23,6.89,52,15,1,5,4,1,0.542338119,4,28,21,0.75,57.63,-5.4,14.47,2476.13,21,5380,0.16,36,20,13,2
3,A,7003,BE,BE4,40,22/02/2024,3,37.81,19.8,7.71,8.25,7.87,48,12,1,6,4,1,0.523670987,4,13,12,0.923076923,57.63,-5.4,14.47,2476.13,21,5380,0.16,36,20,13,2
3,A,7003,BE,BE4,40,22/02/2024,1,39.84,20.83,7.84,8.98,8.07,56,15,1,6,4,1,0.522841365,4,24,14,0.583333333,57.63,-5.4,14.47,2476.13,21,5380,0.16,36,20,13,2
4,A,7004,RM,RM7,52,22/02/2024,3,40.17,20.41,9.05,5.73,6.23,73,6,1,6,4,1,0.508090615,,,,,57.15,-3.77,13.5,1059.97,307,4650,0.18,40,16.5,13,2.1667
4,A,7004,RM,RM7,52,22/02/2024,1,46.63,22,9.74,6.74,8.17,75,9,1,8,4,1,0.471799271,,,,,57.15,-3.77,13.5,1059.97,307,4650,0.18,40,16.5,13,2.1667
4,A,7004,RM,RM7,52,22/02/2024,5,37.34,17.61,8.92,5.89,6.75,76,7,1,7,4,1,0.471612212,,,,,57.15,-3.77,13.5,1059.97,307,4650,0.18,40,16.5,13,2.1667
4,A,7004,RM,RM7,52,22/02/2024,4,39.01,17.84,8.82,5.02,6.38,76,9,1,7,4,1,0.457318636,,,,,57.15,-3.77,13.5,1059.97,307,4650,0.18,40,16.5,13,2.1667
4,A,7004,RM,RM7,52,22/02/2024,2,47.25,20.79,9.51,6.42,7.3,73,6,1,6,4,1,0.44,,,,,57.15,-3.77,13.5,1059.97,307,4650,0.18,40,16.5,13,2.1667
5,B,7173,BW,BW6,14,23/02/2024,2,45.3,22.34,12.15,7.88,5.9,72,7,1,6,4,2,0.493156733,4,51,45,0.882352941,56.68,-4.37,13.87,1238.65,294,3550,0.19,43,13,13,2.1667
6,A,7006,MG,MG10,55,22/02/2024,5,36.98,18.26,9.58,8.38,7.6,58,9,1,7,6,1,0.493780422,,,,,56.59,-4.35,12.38,1637.01,300,4760,0.18,43,13,10,1.8333
6,A,7006,MG,MG10,55,22/02/2024,1,42.68,20.67,11.29,9.24,9.26,58,6,2,6,6,1,0.484301781,,,,,56.59,-4.35,12.38,1637.01,300,4760,0.18,43,13,10,1.8333
6,A,7006,MG,MG10,55,22/02/2024,3,42.84,19.23,10.5,8.3,7.73,60,7,2,6,4,1,0.448879552,,,,,56.59,-4.35,12.38,1637.01,300,4760,0.18,43,13,10,1.8333
6,A,7006,MG,MG10,55,22/02/2024,4,40.34,17.89,5.82,8.34,7.7,58,7,1,7,6,1,0.443480416,,,,,56.59,-4.35,12.38,1637.01,300,4760,0.18,43,13,10,1.8333
6,A,7006,MG,MG10,55,22/02/2024,2,42.59,18.69,10.84,8.94,8.02,61,9,1,6,2,1,0.438835407,,,,,56.59,-4.35,12.38,1637.01,300,4760,0.18,43,13,10,1.8333
7,A,7007,BB,BB8,65,22/02/2024,5,34.51,20.52,7.09,5.68,6.12,62,6,1,7,4,4,0.594610258,,,,,56.98,-3.3,9.84,1344.24,381,3590,0.16,40,15.5,10,1.6667
7,A,7007,BB,BB8,65,22/02/2024,1,43.88,25.77,8.46,7.84,7.98,68,6,1,6,4,4,0.5872835,,,,,56.98,-3.3,9.84,1344.24,381,3590,0.16,40,15.5,10,1.6667
7,A,7007,BB,BB8,65,22/02/2024,4,39.22,22.54,9.16,7.17,7.49,60,6,1,6,4,4,0.574706782,,,,,56.98,-3.3,9.84,1344.24,381,3590,0.16,40,15.5,10,1.6667
7,A,7007,BB,BB8,65,22/02/2024,2,41.24,23.32,7.42,6.53,8.02,63,10,1,7,4,4,0.565470417,,,,,56.98,-3.3,9.84,1344.24,381,3590,0.16,40,15.5,10,1.6667
7,A,7007,BB,BB8,65,22/02/2024,3,41.66,22.87,9.49,7.13,6.74,66,7,1,8,4,4,0.548967835,,,,,56.98,-3.3,9.84,1344.24,381,3590,0.16,40,15.5,10,1.6667
8,A,7008,CR,CR8,32,22/02/2024,3,42.76,20.71,8.07,8.67,7.32,66,7,1,8,4,1,0.484331151,3,17,13,0.764705882,56.58,-4.68,12.96,2582.02,265,4770,0.22,36,19,14,1.8333
8,A,7008,CR,CR8,32,22/02/2024,4,42.45,20.38,7.69,7.79,7.37,65,8,1,6,4,1,0.480094229,3,11,7,0.636363636,56.58,-4.68,12.96,2582.02,265,4770,0.22,36,19,14,1.8333
8,A,7008,CR,CR8,32,22/02/2024,2,50.45,23.17,9.87,8.96,8.44,69,9,1,6,4,1,0.459266601,2,17,12,0.705882353,56.58,-4.68,12.96,2582.02,265,4770,0.22,36,19,14,1.8333
8,A,7008,CR,CR8,32,22/02/2024,5,42.36,19.37,8.6,7.64,7.55,62,8,1,8,4,1,0.45727101,1,0,0,0,56.58,-4.68,12.96,2582.02,265,4770,0.22,36,19,14,1.8333
8,A,7008,CR,CR8,32,22/02/2024,1,52.44,23.32,9.14,9.11,8.27,70,8,1,6,4,1,0.444698703,2,20,16,0.8,56.58,-4.68,12.96,2582.02,265,4770,0.22,36,19,14,1.8333
9,A,7040,GE,GE6,3,22/02/2024,5,20.92,12.28,7.65,4.64,5.44,57,7,1,6,4,2,0.586998088,,,,,57.96,-4.76,13.47,1474.73,62,3620,0.24,30,37,10,1.6667
9,A,7040,GE,GE6,3,22/02/2024,4,27.15,15.3,7.54,5.34,5.12,58,8,1,7,4,2,0.563535912,,,,,57.96,-4.76,13.47,1474.73,62,3620,0.24,30,37,10,1.6667
9,A,7040,GE,GE6,3,22/02/2024,2,37.4,17.97,7.24,5.67,5.05,68,10,1,7,4,3,0.480481283,,,,,57.96,-4.76,13.47,1474.73,62,3620,0.24,30,37,10,1.6667
9,A,7040,GE,GE6,3,22/02/2024,3,37.53,18.03,8.27,5.45,5.34,65,15,1,7,4,3,0.480415667,,,,,57.96,-4.76,13.47,1474.73,62,3620,0.24,30,37,10,1.6667
9,A,7040,GE,GE6,3,22/02/2024,1,39.62,18.93,7.78,5.77,5.63,72,7,1,7,4,3,0.477788995,,,,,57.96,-4.76,13.47,1474.73,62,3620,0.24,30,37,10,1.6667
10,A,7039,BB,BB2,23,22/02/2024,5,42.9,21.64,8.99,7.08,7.41,57,7,1,5,2,2,0.504428904,,,,,56.98,-3.3,9.84,1344.24,381,3210,0.23,36,20,12,1.6667
10,A,7039,BB,BB2,23,22/02/2024,1,48.46,24.43,9.53,7.33,8.29,74,7,2,4,2,3,0.504127115,,,,,56.98,-3.3,9.84,1344.24,381,3210,0.23,36,20,12,1.6667
10,A,7039,BB,BB2,23,22/02/2024,3,48.87,22.63,10.84,6.54,7.08,66,10,2,4,2,2,0.463065275,,,,,56.98,-3.3,9.84,1344.24,381,3210,0.23,36,20,12,1.6667
10,A,7039,BB,BB2,23,22/02/2024,4,46,21.17,8.58,7.61,7.95,61,10,1,5,2,2,0.460217391,,,,,56.98,-3.3,9.84,1344.24,381,3210,0.23,36,20,12,1.6667
10,A,7039,BB,BB2,23,22/02/2024,2,45.54,20.79,9.3,7.24,7.28,57,8,2,4,2,2,0.456521739,,,,,56.98,-3.3,9.84,1344.24,381,3210,0.23,36,20,12,1.6667
11,A,7038,SD,SD1,40,22/02/2024,5,41.18,21.46,9.12,7.54,8.37,65,7,1,7,4,2,0.521126761,,,,,57.5,-5.63,13.14,2449.7,68,4370,0.21,36,19,12,1.6667
11,A,7038,SD,SD1,40,22/02/2024,2,53.19,27.54,10.47,8.11,9.43,78,7,1,7,4,2,0.517766497,,,,,57.5,-5.63,13.14,2449.7,68,4370,0.21,36,19,12,1.6667
11,A,7038,SD,SD1,40,22/02/2024,3,45.34,22.3,10.67,8.6,8.33,60,12,1,7,4,2,0.491839435,,,,,57.5,-5.63,13.14,2449.7,68,4370,0.21,36,19,12,1.6667
11,A,7038,SD,SD1,40,22/02/2024,4,45.28,21.81,9.76,8.34,7.91,59,11,1,7,4,2,0.481669611,,,,,57.5,-5.63,13.14,2449.7,68,4370,0.21,36,19,12,1.6667
11,A,7038,SD,SD1,40,22/02/2024,1,54.19,25.08,7.08,7.94,8.05,78,7,1,7,4,2,0.462816018,,,,,57.5,-5.63,13.14,2449.7,68,4370,0.21,36,19,12,1.6667
14,A,7035,BW,BW6,15,22/02/2024,3,43.02,21.52,7.52,9.53,7.5,63,12,1,8,4,2,0.50023245,4,3,3,1,56.68,-4.37,13.87,1238.65,294,4220,0.17,40,16.5,15,1.6667
14,A,7035,BW,BW6,15,22/02/2024,4,43.73,20.53,6.35,9.96,7.53,56,9,1,7,4,2,0.469471759,1,0,0,0,56.68,-4.37,13.87,1238.65,294,4220,0.17,40,16.5,15,1.6667
14,A,7035,BW,BW6,15,22/02/2024,5,39.98,18.7,7.22,8.64,6.61,54,12,1,7,4,2,0.467733867,4,8,8,1,56.68,-4.37,13.87,1238.65,294,4220,0.17,40,16.5,15,1.6667
14,A,7035,BW,BW6,15,22/02/2024,2,43.12,20.04,7.92,8.49,7.17,54,17,1,8,4,3,0.464749536,4,4,2,0.5,56.68,-4.37,13.87,1238.65,294,4220,0.17,40,16.5,15,1.6667
14,A,7035,BW,BW6,15,22/02/2024,1,46.49,20.77,6.77,8.57,7.5,67,16,1,7,4,3,0.446762745,4,7,6,0.857142857,56.68,-4.37,13.87,1238.65,294,4220,0.17,40,16.5,15,1.6667
15,A,7034,AM,AM4,7,22/02/2024,5,38.32,18.44,7.48,6.83,7.5,51,6,2,4,2,1,0.481210856,,,,,57.87,-4.6,12.62,1493.67,166,4120,0.24,36,19,15,1.6667
15,A,7034,AM,AM4,7,22/02/2024,4,37.59,17.99,8.45,6.52,7.03,60,6,2,4,2,1,0.47858473,,,,,57.87,-4.6,12.62,1493.67,166,4120,0.24,36,19,15,1.6667
15,A,7034,AM,AM4,7,22/02/2024,3,45.15,21.4,9.27,8.77,8.43,64,6,2,4,2,1,0.473975637,,,,,57.87,-4.6,12.62,1493.67,166,4120,0.24,36,19,15,1.6667
15,A,7034,AM,AM4,7,22/02/2024,1,54.54,24.85,8.38,10.09,9.82,72,11,1,6,4,1,0.455628896,,,,,57.87,-4.6,12.62,1493.67,166,4120,0.24,36,19,15,1.6667
15,A,7034,AM,AM4,7,22/02/2024,2,52.63,23.59,8.72,8.78,8.86,74,8,1,5,2,1,0.448223447,,,,,57.87,-4.6,12.62,1493.67,166,4120,0.24,36,19,15,1.6667
16,A,7033,BE,BE8,14,22/02/2024,5,38.66,21.17,9.09,6.93,7.15,62,14,1,7,2,3,0.547594413,3,16,9,0.5625,57.63,-5.4,14.47,2476.13,21,4790,0.27,36,20,15,1.8333
16,A,7033,BE,BE8,14,22/02/2024,3,42.32,21.89,10.36,7.55,7.57,68,15,1,7,4,3,0.517249527,3,24,20,0.833333333,57.63,-5.4,14.47,2476.13,21,4790,0.27,36,20,15,1.8333
16,A,7033,BE,BE8,14,22/02/2024,4,40.07,19.8,8.89,6.1,6.03,70,15,1,8,2,3,0.494135263,3,17,8,0.470588235,57.63,-5.4,14.47,2476.13,21,4790,0.27,36,20,15,1.8333
16,A,7033,BE,BE8,14,22/02/2024,2,46.91,22.39,10.5,8.27,7.82,63,8,1,7,4,3,0.477296952,4,17,10,0.588235294,57.63,-5.4,14.47,2476.13,21,4790,0.27,36,20,15,1.8333
16,A,7033,BE,BE8,14,22/02/2024,1,40.7,17,7.78,7.98,7.1,67,11,1,7,4,3,0.417690418,4,25,10,0.4,57.63,-5.4,14.47,2476.13,21,4790,0.27,36,20,15,1.8333
17,A,7065,RM,RM6,82,22/02/2024,5,43.88,22.13,10.37,6.76,6.94,79,8,1,7,6,2,0.504329991,,,,,57.15,-3.77,13.5,1059.97,307,4170,0.21,40,15.5,8,2
17,A,7065,RM,RM6,82,22/02/2024,3,43.74,20.96,8.75,7.8,7.45,75,7,1,6,4,2,0.479195245,,,,,57.15,-3.77,13.5,1059.97,307,4170,0.21,40,15.5,8,2
17,A,7065,RM,RM6,82,22/02/2024,4,44.78,21.17,8.5,7.07,7.17,74,11,1,6,4,2,0.472755695,,,,,57.15,-3.77,13.5,1059.97,307,4170,0.21,40,15.5,8,2
17,A,7065,RM,RM6,82,22/02/2024,1,48.82,22.94,8.33,7.62,7.44,80,10,1,6,4,2,0.46988939,,,,,57.15,-3.77,13.5,1059.97,307,4170,0.21,40,15.5,8,2
17,A,7065,RM,RM6,82,22/02/2024,2,47.24,22.06,8.53,6.88,7.77,83,8,1,6,4,2,0.466977138,,,,,57.15,-3.77,13.5,1059.97,307,4170,0.21,40,15.5,8,2
18,A,7066,GT,GT9,7,22/02/2024,1,37.27,18.76,7.81,6.99,6.27,55,14,1,7,4,3,0.503353904,1,0,0,0,57.02,-2.86,13.95,801.45,177,4060,0.23,36,20,15,1.8333
18,A,7066,GT,GT9,7,22/02/2024,3,37.03,18.59,10.54,7.46,6.47,55,16,1,7,2,3,0.502025385,2,9,7,0.777777778,57.02,-2.86,13.95,801.45,177,4060,0.23,36,20,15,1.8333
18,A,7066,GT,GT9,7,22/02/2024,2,37.61,18.1,8.45,7.78,6.02,59,18,2,6,4,3,0.481254985,2,8,8,1,57.02,-2.86,13.95,801.45,177,4060,0.23,36,20,15,1.8333
18,A,7066,GT,GT9,7,22/02/2024,4,35.7,16.51,9.4,6.13,5.21,54,14,2,4,2,2,0.462464986,1,0,0,0,57.02,-2.86,13.95,801.45,177,4060,0.23,36,20,15,1.8333
18,A,7066,GT,GT9,7,22/02/2024,5,33.52,14.43,8.97,7.43,6.06,44,17,1,8,2,2,0.43048926,1,0,0,0,57.02,-2.86,13.95,801.45,177,4060,0.23,36,20,15,1.8333
19,A,7067,GD,GD6,19,22/02/2024,4,40.37,20.8,8.28,6.85,7.22,68,13,1,5,2,2,0.515234085,,,,,57.03,-3.58,11.71,1080.43,443,3410,0.16,43,15,12,1.6667
19,A,7067,GD,GD6,19,22/02/2024,3,40.69,20.69,9.03,7.31,7.53,75,10,1,6,4,2,0.508478742,,,,,57.03,-3.58,11.71,1080.43,443,3410,0.16,43,15,12,1.6667
19,A,7067,GD,GD6,19,22/02/2024,1,43.29,21.59,10.28,6.67,6.49,77,10,1,5,2,2,0.498729499,,,,,57.03,-3.58,11.71,1080.43,443,3410,0.16,43,15,12,1.6667
19,A,7067,GD,GD6,19,22/02/2024,5,38.13,18.86,9.53,6.26,6.24,72,10,1,6,4,2,0.494623656,,,,,57.03,-3.58,11.71,1080.43,443,3410,0.16,43,15,12,1.6667
19,A,7067,GD,GD6,19,22/02/2024,2,41.6,18.81,9.67,6.91,5.72,75,8,1,5,2,2,0.452163462,,,,,57.03,-3.58,11.71,1080.43,443,3410,0.16,43,15,12,1.6667
20,A,7068,SD,SD10,145,22/02/2024,5,49.61,27.51,9.06,7.48,7.48,86,7,1,6,2,2,0.554525297,,,,,57.5,-5.63,13.14,2449.7,68,4790,0.18,28,28,8,2.1667
20,A,7068,SD,SD10,145,22/02/2024,2,49.07,26.82,10.5,8.78,8.32,92,8,1,5,2,2,0.54656613,,,,,57.5,-5.63,13.14,2449.7,68,4790,0.18,28,28,8,2.1667
20,A,7068,SD,SD10,145,22/02/2024,1,51.26,27.27,12.26,8.54,8.16,87,7,1,5,2,2,0.531993757,,,,,57.5,-5.63,13.14,2449.7,68,4790,0.18,28,28,8,2.1667
20,A,7068,SD,SD10,145,22/02/2024,4,50.08,25.17,9.35,7.83,7.73,81,8,1,7,2,2,0.502595847,,,,,57.5,-5.63,13.14,2449.7,68,4790,0.18,28,28,8,2.1667
20,A,7068,SD,SD10,145,22/02/2024,3,49.62,24.53,11.43,7.86,7.43,81,7,1,6,2,2,0.494357114,,,,,57.5,-5.63,13.14,2449.7,68,4790,0.18,28,28,8,2.1667
21,A,7069,BE,BE2,0,22/02/2024,,,,,,,,,,,,,,,,,,57.63,-5.4,14.47,2476.13,21,2300,0.01,39,19.5,,1.5
22,A,7070,GE,GE4,10,22/02/2024,5,34.2,18.55,6.02,5.4,6.17,62,6,1,5,2,1,0.542397661,,,,,57.96,-4.76,13.47,1474.73,62,3910,0.14,43,15,10,1.6667
22,A,7070,GE,GE4,10,22/02/2024,3,39.75,21.31,7.82,6.52,7.59,66,6,1,6,4,1,0.536100629,,,,,57.96,-4.76,13.47,1474.73,62,3910,0.14,43,15,10,1.6667
22,A,7070,GE,GE4,10,22/02/2024,4,37.31,18.97,6.55,6.29,7.74,63,7,1,5,2,1,0.508442777,,,,,57.96,-4.76,13.47,1474.73,62,3910,0.14,43,15,10,1.6667
22,A,7070,GE,GE4,10,22/02/2024,2,44.19,22.05,4.83,6.58,6.84,75,7,1,6,4,1,0.49898167,,,,,57.96,-4.76,13.47,1474.73,62,3910,0.14,43,15,10,1.6667
22,A,7070,GE,GE4,10,22/02/2024,1,44.11,21.72,7.33,6.66,7.58,78,5,1,6,4,1,0.49240535,,,,,57.96,-4.76,13.47,1474.73,62,3910,0.14,43,15,10,1.6667
23,A,7071,SO,SO6,1,22/02/2024,1,25,13.44,7.18,2.95,3.69,46,5,1,6,4,1,0.5376,1,0,0,0,57.98,-4.61,14.34,1223.6,67,3810,0.21,43,15.5,15,1.8333
23,A,7071,SO,SO6,1,22/02/2024,2,38.17,17.9,9.37,4.81,4.94,63,9,1,6,4,1,0.468954676,1,0,0,0,57.98,-4.61,14.34,1223.6,67,3810,0.21,43,15.5,15,1.8333
24,A,7072,CG,CG2,30,22/02/2024,3,52.07,24.95,12.39,7.79,7.26,81,7,1,7,4,1,0.479162666,,,,,56.79,-5.33,12.05,2772.39,88,4790,0.23,36,20,12,2.3333
24,A,7072,CG,CG2,30,22/02/2024,4,52.38,23.62,13.24,8.18,7.49,77,7,1,7,4,1,0.450935472,,,,,56.79,-5.33,12.05,2772.39,88,4790,0.23,36,20,12,2.3333
24,A,7072,CG,CG2,30,22/02/2024,1,56.68,25.29,13.81,7.82,7.71,78,8,1,7,4,1,0.446189132,,,,,56.79,-5.33,12.05,2772.39,88,4790,0.23,36,20,12,2.3333
24,A,7072,CG,CG2,30,22/02/2024,2,56.87,24.98,13.5,8.23,7.96,84,7,1,7,4,1,0.439247406,,,,,56.79,-5.33,12.05,2772.39,88,4790,0.23,36,20,12,2.3333
24,A,7072,CG,CG2,30,22/02/2024,5,49.08,20.99,11.86,7.78,7.59,75,11,1,6,4,1,0.427669112,,,,,56.79,-5.33,12.05,2772.39,88,4790,0.23,36,20,12,2.3333
25,A,7104,SD,SD7,62,22/02/2024,1,43.83,23.6,11.89,7.98,8.65,71,7,1,7,2,2,0.538443988,,,,,57.5,-5.63,13.14,2449.7,68,4940,0.25,28,28,10,2
25,A,7104,SD,SD7,62,22/02/2024,5,42.8,22.4,11.55,8.41,8.54,67,6,1,6,4,2,0.523364486,,,,,57.5,-5.63,13.14,2449.7,68,4940,0.25,28,28,10,2
25,A,7104,SD,SD7,62,22/02/2024,3,43.59,22.56,12.84,7.94,7.66,69,9,1,6,4,2,0.517549897,,,,,57.5,-5.63,13.14,2449.7,68,4940,0.25,28,28,10,2
25,A,7104,SD,SD7,62,22/02/2024,2,44.21,22.8,12.4,7.34,7.89,74,9,1,7,6,2,0.515720425,,,,,57.5,-5.63,13.14,2449.7,68,4940,0.25,28,28,10,2
25,A,7104,SD,SD7,62,22/02/2024,4,45.23,22.7,13.6,7,7.7,72,8,1,8,4,2,0.501879284,,,,,57.5,-5.63,13.14,2449.7,68,4940,0.25,28,28,10,2
26,A,7103,AM,AM10,23,22/02/2024,1,46.62,24.94,10.42,7.21,6.8,76,8,1,7,4,3,0.534963535,,,,,57.87,-4.6,12.62,1493.67,166,4900,0.25,43,24.5,10,1.6667
26,A,7103,AM,AM10,23,22/02/2024,5,35.82,18.7,9.4,7.19,6.17,62,6,1,7,4,2,0.522054718,,,,,57.87,-4.6,12.62,1493.67,166,4900,0.25,43,24.5,10,1.6667
26,A,7103,AM,AM10,23,22/02/2024,4,43.71,22.59,7.96,7.09,7.51,64,7,1,7,4,2,0.516815374,,,,,57.87,-4.6,12.62,1493.67,166,4900,0.25,43,24.5,10,1.6667
26,A,7103,AM,AM10,23,22/02/2024,3,44.54,22.93,11.6,8.17,7.44,64,8,1,7,4,3,0.514818141,,,,,57.87,-4.6,12.62,1493.67,166,4900,0.25,43,24.5,10,1.6667
26,A,7103,AM,AM10,23,22/02/2024,2,48.38,23.73,8.49,7.89,8.36,70,7,1,8,4,3,0.490491939,,,,,57.87,-4.6,12.62,1493.67,166,4900,0.25,43,24.5,10,1.6667
27,A,7102,GL,GL10,11,22/02/2024,3,35.39,18.36,5.56,6.69,6.39,72,24,1,6,4,4,0.518790619,,,,,56.91,-5.13,10.13,2336.16,226,3580,0.26,40,15.5,15,1.8333
27,A,7102,GL,GL10,11,22/02/2024,2,37.88,18.31,7.1,6.86,6.68,65,18,1,7,6,3,0.483368532,,,,,56.91,-5.13,10.13,2336.16,226,3580,0.26,40,15.5,15,1.8333
27,A,7102,GL,GL10,11,22/02/2024,4,35.78,17.19,8.24,5.81,5.86,79,17,1,7,4,4,0.480435998,,,,,56.91,-5.13,10.13,2336.16,226,3580,0.26,40,15.5,15,1.8333
27,A,7102,GL,GL10,11,22/02/2024,5,31.88,15.22,4.91,5.51,5.7,62,8,1,7,4,3,0.477415307,,,,,56.91,-5.13,10.13,2336.16,226,3580,0.26,40,15.5,15,1.8333
27,A,7102,GL,GL10,11,22/02/2024,1,40.9,19.37,8.98,6.13,6.68,71,11,1,6,2,3,0.473594132,,,,,56.91,-5.13,10.13,2336.16,226,3580,0.26,40,15.5,15,1.8333
28,A,7101,BW,BW3,51,22/02/2024,4,47.05,19.58,9.66,7.56,6.78,70,9,1,8,2,1,0.416153029,4,20,18,0.9,56.68,-4.37,13.87,1238.65,294,5190,0.27,43,15.5,12,2.3333
28,A,7101,BW,BW3,51,22/02/2024,3,56.18,22.57,9.58,9.06,7.55,68,10,2,5,4,1,0.401744393,4,20,16,0.8,56.68,-4.37,13.87,1238.65,294,5190,0.27,43,15.5,12,2.3333
28,A,7101,BW,BW3,51,22/02/2024,1,64.94,25.76,12.37,9.19,7.08,87,10,1,8,4,1,0.396673853,4,41,35,0.853658537,56.68,-4.37,13.87,1238.65,294,5190,0.27,43,15.5,12,2.3333
28,A,7101,BW,BW3,51,22/02/2024,5,47,18.41,11.78,7.95,6.28,75,15,1,8,4,1,0.391702128,4,12,11,0.916666667,56.68,-4.37,13.87,1238.65,294,5190,0.27,43,15.5,12,2.3333
28,A,7101,BW,BW3,51,22/02/2024,2,64.66,24.49,11.95,11.01,8.23,65,7,1,7,2,1,0.378750387,4,35,32,0.914285714,56.68,-4.37,13.87,1238.65,294,5190,0.27,43,15.5,12,2.3333
29,A,7100,GC,GC9,3,22/02/2024,1,48.19,22.89,13.57,8.36,7.91,69,9,1,7,4,2,0.474994812,4,39,31,0.794871795,57.35,-4.95,12.05,2087.53,332,4330,0.26,43,15,15,1.8333
29,A,7100,GC,GC9,3,22/02/2024,2,46.33,21.9,11.76,8.83,8.02,62,9,1,7,6,2,0.472695877,4,31,26,0.838709677,57.35,-4.95,12.05,2087.53,332,4330,0.26,43,15,15,1.8333
29,A,7100,GC,GC9,3,22/02/2024,3,43.35,19.98,12.41,7.66,6.77,58,11,1,8,4,2,0.460899654,4,21,18,0.857142857,57.35,-4.95,12.05,2087.53,332,4330,0.26,43,15,15,1.8333
29,A,7100,GC,GC9,3,22/02/2024,4,40.8,18.57,11.8,7.39,7.45,53,11,1,7,4,1,0.455147059,4,24,22,0.916666667,57.35,-4.95,12.05,2087.53,332,4330,0.26,43,15,15,1.8333
30,A,7099,AC,AC9,68,22/02/2024,5,40,22.07,10.06,7.92,8.16,78,8,1,7,4,2,0.55175,,,,,57.04,-3.35,10.78,1020.96,476,4290,0.2,30,25,10,1.8333
30,A,7099,AC,AC9,68,22/02/2024,3,47.8,24.38,11.35,8.53,8.86,86,10,1,8,4,2,0.510041841,,,,,57.04,-3.35,10.78,1020.96,476,4290,0.2,30,25,10,1.8333
30,A,7099,AC,AC9,68,22/02/2024,2,47.66,23.97,10.97,8.4,8.47,78,11,1,6,2,2,0.502937474,,,,,57.04,-3.35,10.78,1020.96,476,4290,0.2,30,25,10,1.8333
30,A,7099,AC,AC9,68,22/02/2024,1,49.55,24.68,10.59,9.54,8.84,75,10,1,7,4,2,0.498082745,,,,,57.04,-3.35,10.78,1020.96,476,4290,0.2,30,25,10,1.8333
30,A,7099,AC,AC9,68,22/02/2024,4,46.4,22.75,8.88,7.19,8.16,78,10,1,7,2,2,0.490301724,,,,,57.04,-3.35,10.78,1020.96,476,4290,0.2,30,25,10,1.8333
31,A,7098,AM,AM6,26,22/02/2024,3,40.85,22.69,7.24,6.31,7.1,77,7,1,6,2,2,0.555446756,,,,,57.87,-4.6,12.62,1493.67,166,4140,0.2,36,19.5,8,1.6667
31,A,7098,AM,AM6,26,22/02/2024,5,37.4,20.29,10.48,6.36,5.94,81,10,1,7,4,2,0.542513369,,,,,57.87,-4.6,12.62,1493.67,166,4140,0.2,36,19.5,8,1.6667
31,A,7098,AM,AM6,26,22/02/2024,4,40.91,21.23,8.25,6.75,6.72,76,7,1,7,4,2,0.518944023,,,,,57.87,-4.6,12.62,1493.67,166,4140,0.2,36,19.5,8,1.6667
31,A,7098,AM,AM6,26,22/02/2024,2,44.82,23.17,8.36,7.86,7.64,74,7,1,6,4,3,0.516956716,,,,,57.87,-4.6,12.62,1493.67,166,4140,0.2,36,19.5,8,1.6667
31,A,7098,AM,AM6,26,22/02/2024,1,46.01,23.05,7.02,7.71,7.59,77,14,1,6,4,3,0.500978048,,,,,57.87,-4.6,12.62,1493.67,166,4140,0.2,36,19.5,8,1.6667
32,A,7097,CG,CG4,12,22/02/2024,4,35.39,17.73,9.6,6.74,6.92,48,4,1,6,2,1,0.50098898,,,,,56.79,-5.33,12.05,2772.39,88,4340,0.23,36,19,15,1.6667
