Order,block,id,pop,fam,cone_number,date,cone_id,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability,lat,long,mean_july_temp,annual_precip,altitude,height_mm,growth_rate,budburst_timing,budburst_duration,age_first_flowering,needle_retention
97,A,7385,CR,CR2,34,22/02/2024,4,41.44,21.64,10.22,6.6,6.2,80,10,1,8,4,3,0.522200772,3,19,16,0.842105263,56.58,-4.68,12.96,2582.02,265,3960,0.15,36,20,11,2.1667
97,A,7385,CR,CR2,34,22/02/2024,5,43.64,22.49,10.62,7.41,6.8,82,7,1,6,4,3,0.515352887,4,30,30,1,56.58,-4.68,12.96,2582.02,265,3960,0.15,36,20,11,2.1667
97,A,7385,CR,CR2,34,22/02/2024,2,51.49,26.06,9.99,6.66,6.6,85,8,1,8,4,4,0.506117693,4,44,44,1,56.58,-4.68,12.96,2582.02,265,3960,0.15,36,20,11,2.1667
97,A,7385,CR,CR2,34,22/02/2024,3,48.66,22.57,10.63,6.71,6.83,76,8,1,8,4,4,0.463830662,4,33,33,1,56.58,-4.68,12.96,2582.02,265,3960,0.15,36,20,11,2.1667
97,A,7385,CR,CR2,34,22/02/2024,1,53.74,24.76,11.09,7.86,7.25,79,8,1,7,4,4,0.460736881,4,35,34,0.971428571,56.58,-4.68,12.96,2582.02,265,3960,0.15,36,20,11,2.1667
98,A,7386,GD,GD2,0,22/02/2024,,,,,,,,,,,,,,,,,,57.03,-3.58,11.71,1080.43,443,1880,0.05,36,20,,1
99,A,7387,BB,BB4,21,22/02/2024,1,48.25,23.03,10.72,9.07,7.82,68,7,1,7,4,1,0.477305699,,,,,56.98,-3.3,9.84,1344.24,381,4120,0.14,36,20,11,1.8333
99,A,7387,BB,BB4,21,22/02/2024,2,47.69,22.34,11.34,8.72,7.24,62,7,1,6,2,1,0.468442021,,,,,56.98,-3.3,9.84,1344.24,381,4120,0.14,36,20,11,1.8333
99,A,7387,BB,BB4,21,22/02/2024,3,48.36,21.66,12.15,8.85,7.36,65,8,1,7,4,1,0.447890819,,,,,56.98,-3.3,9.84,1344.24,381,4120,0.14,36,20,11,1.8333
99,A,7387,BB,BB4,21,22/02/2024,4,45.24,19.42,11.99,6.9,7.3,67,7,1,6,4,1,0.429266136,,,,,56.98,-3.3,9.84,1344.24,381,4120,0.14,36,20,11,1.8333
99,A,7387,BB,BB4,21,22/02/2024,5,41.61,17.73,13.88,7.78,5.9,60,10,1,6,4,1,0.426099495,,,,,56.98,-3.3,9.84,1344.24,381,4120,0.14,36,20,11,1.8333
100,A,7388,CC,CC10,16,22/02/2024,5,34.72,21.57,11.62,7.55,8.13,61,6,1,6,4,4,0.62125576,,,,,56.42,-4.71,12.65,3400.46,270,4000,0.2,46,21,12,1.6667
100,A,7388,CC,CC10,16,22/02/2024,4,44.74,27.24,11.03,8.59,9.11,63,6,1,6,4,4,0.60885114,,,,,56.42,-4.71,12.65,3400.46,270,4000,0.2,46,21,12,1.6667
100,A,7388,CC,CC10,16,22/02/2024,1,62.68,30.38,10.66,9.44,9.95,78,8,1,6,4,4,0.48468411,,,,,56.42,-4.71,12.65,3400.46,270,4000,0.2,46,21,12,1.6667
100,A,7388,CC,CC10,16,22/02/2024,3,55.52,25.85,10.69,8.27,8.89,77,7,1,6,4,4,0.465597983,,,,,56.42,-4.71,12.65,3400.46,270,4000,0.2,46,21,12,1.6667
100,A,7388,CC,CC10,16,22/02/2024,2,57.85,26.1,9.72,8.73,9.53,73,10,1,6,4,4,0.451166811,,,,,56.42,-4.71,12.65,3400.46,270,4000,0.2,46,21,12,1.6667
101,A,7389,CR,CR9,49,22/02/2024,2,73.17,31.16,12.25,9.98,10.58,80,9,1,8,6,2,0.425857592,4,79,64,0.810126582,56.58,-4.68,12.96,2582.02,265,4050,0.17,40,15.5,12,2
101,A,7389,CR,CR9,49,22/02/2024,3,69.48,29.42,11.13,9.95,10.33,80,6,1,7,4,2,0.423431203,4,54,39,0.722222222,56.58,-4.68,12.96,2582.02,265,4050,0.17,40,15.5,12,2
101,A,7389,CR,CR9,49,22/02/2024,4,65.24,26.87,10.33,9.57,9.5,72,11,1,5,2,2,0.411863887,4,42,27,0.642857143,56.58,-4.68,12.96,2582.02,265,4050,0.17,40,15.5,12,2
101,A,7389,CR,CR9,49,22/02/2024,5,58.08,23.16,8.78,8.76,8.58,67,6,1,8,6,2,0.398760331,3,48,34,0.708333333,56.58,-4.68,12.96,2582.02,265,4050,0.17,40,15.5,12,2
101,A,7389,CR,CR9,49,22/02/2024,1,67.46,26.84,10.05,8.27,8.98,81,5,1,7,4,2,0.397865402,4,65,50,0.769230769,56.58,-4.68,12.96,2582.02,265,4050,0.17,40,15.5,12,2
102,A,7390,LC,LC6,4,22/02/2024,5,25.03,14.58,5.12,5.87,6.22,46,7,1,6,4,2,0.582500999,,,,,57.56,-5.36,13.99,2888.16,112,3920,0.17,40,15.5,15,2
102,A,7390,LC,LC6,4,22/02/2024,4,28.48,15.88,8.36,5.64,6.67,46,7,1,8,4,2,0.55758427,,,,,57.56,-5.36,13.99,2888.16,112,3920,0.17,40,15.5,15,2
102,A,7390,LC,LC6,4,22/02/2024,3,29.2,16.12,7.44,6.75,6.87,47,7,1,6,4,2,0.552054795,,,,,57.56,-5.36,13.99,2888.16,112,3920,0.17,40,15.5,15,2
102,A,7390,LC,LC6,4,22/02/2024,2,33.72,17.76,9.52,7.31,7.3,72,7,1,5,2,2,0.526690391,,,,,57.56,-5.36,13.99,2888.16,112,3920,0.17,40,15.5,15,2
102,A,7390,LC,LC6,4,22/02/2024,1,47.65,23.34,8.53,7.55,7.94,80,9,1,5,2,2,0.489821616,,,,,57.56,-5.36,13.99,2888.16,112,3920,0.17,40,15.5,15,2
103,A,7391,RM,RM1,29,22/02/2024,3,51.99,27.45,8.09,8.35,8.17,82,7,1,8,4,3,0.527986151,,,,,57.15,-3.77,13.5,1059.97,307,3860,0.16,40,16.5,12,2
103,A,7391,RM,RM1,29,22/02/2024,5,49.84,24.34,7.33,7.21,6.7,78,7,1,8,4,3,0.488362761,,,,,57.15,-3.77,13.5,1059.97,307,3860,0.16,40,16.5,12,2
103,A,7391,RM,RM1,29,22/02/2024,1,54.57,26.11,7.09,8.52,7.92,83,6,1,7,4,3,0.478468023,,,,,57.15,-3.77,13.5,1059.97,307,3860,0.16,40,16.5,12,2
103,A,7391,RM,RM1,29,22/02/2024,2,51.49,24.41,7.62,8.96,7.76,82,9,1,8,4,3,0.474072635,,,,,57.15,-3.77,13.5,1059.97,307,3860,0.16,40,16.5,12,2
103,A,7391,RM,RM1,29,22/02/2024,4,51.95,24.3,6,6.65,7.37,80,6,1,7,4,3,0.467757459,,,,,57.15,-3.77,13.5,1059.97,307,3860,0.16,40,16.5,12,2
104,A,7392,AC,AC5,72,22/02/2024,4,40.95,22.32,9.56,7.03,7.67,74,7,1,6,2,1,0.545054945,,,,,57.04,-3.35,10.78,1020.96,476,4050,0.19,40,15.5,12,2.3333
104,A,7392,AC,AC5,72,22/02/2024,5,39.09,20.71,8.85,6.98,7.93,72,9,1,6,4,1,0.529803019,,,,,57.04,-3.35,10.78,1020.96,476,4050,0.19,40,15.5,12,2.3333
104,A,7392,AC,AC5,72,22/02/2024,1,44.37,23.18,9.34,7.38,7.77,74,7,1,6,4,1,0.522425062,,,,,57.04,-3.35,10.78,1020.96,476,4050,0.19,40,15.5,12,2.3333
104,A,7392,AC,AC5,72,22/02/2024,2,43.19,21.86,9.08,7.06,8.04,78,7,1,6,2,1,0.50613568,,,,,57.04,-3.35,10.78,1020.96,476,4050,0.19,40,15.5,12,2.3333
104,A,7392,AC,AC5,72,22/02/2024,3,42.68,20.82,8.96,7.25,7.89,74,8,1,6,4,1,0.487816307,,,,,57.04,-3.35,10.78,1020.96,476,4050,0.19,40,15.5,12,2.3333
106,A,7423,GE,GE7,56,22/02/2024,5,27.31,17.84,7.95,6.8,6.55,54,4,1,8,4,2,0.653240571,,,,,57.96,-4.76,13.47,1474.73,62,4080,0.2,33,23.5,10,1.5
106,A,7423,GE,GE7,56,22/02/2024,2,34.6,21.15,8.77,6.99,7.23,64,7,1,7,4,2,0.611271676,,,,,57.96,-4.76,13.47,1474.73,62,4080,0.2,33,23.5,10,1.5
106,A,7423,GE,GE7,56,22/02/2024,3,32.28,19.52,8.38,6.62,7.81,54,5,1,8,4,2,0.604708798,,,,,57.96,-4.76,13.47,1474.73,62,4080,0.2,33,23.5,10,1.5
106,A,7423,GE,GE7,56,22/02/2024,4,33.12,17.72,7.26,7.12,7.77,59,6,1,7,4,2,0.535024155,,,,,57.96,-4.76,13.47,1474.73,62,4080,0.2,33,23.5,10,1.5
106,A,7423,GE,GE7,56,22/02/2024,1,35.84,18.96,8.87,7.23,8.11,61,12,1,8,4,2,0.529017857,,,,,57.96,-4.76,13.47,1474.73,62,4080,0.2,33,23.5,10,1.5
107,A,7422,CC,CC6,43,22/02/2024,4,46.77,23,10.86,7.36,7.73,74,8,1,7,4,1,0.491768227,,,,,56.42,-4.71,12.65,3400.46,270,4380,0.18,36,20,10,2
107,A,7422,CC,CC6,43,22/02/2024,5,43.38,20.86,9.14,6.92,7.53,71,7,1,7,4,1,0.480866759,,,,,56.42,-4.71,12.65,3400.46,270,4380,0.18,36,20,10,2
107,A,7422,CC,CC6,43,22/02/2024,3,47.33,22.27,11.94,7.6,7.77,76,7,1,7,4,1,0.470526093,,,,,56.42,-4.71,12.65,3400.46,270,4380,0.18,36,20,10,2
107,A,7422,CC,CC6,43,22/02/2024,1,49.08,22.95,10.86,8.07,8.11,76,8,1,7,4,1,0.467603912,,,,,56.42,-4.71,12.65,3400.46,270,4380,0.18,36,20,10,2
107,A,7422,CC,CC6,43,22/02/2024,2,49.44,22.64,10.85,8.03,7.77,77,10,1,7,4,1,0.457928803,,,,,56.42,-4.71,12.65,3400.46,270,4380,0.18,36,20,10,2
109,A,7420,GT,GT8,8,22/02/2024,5,27.14,14.6,7.3,6.94,6.13,51,11,1,8,4,1,0.537951363,2,4,4,1,57.02,-2.86,13.95,801.45,177,2850,0.14,49,18,12,1.8333
109,A,7420,GT,GT8,8,22/02/2024,3,30.2,16.14,9.38,5.15,6.32,52,11,1,7,4,2,0.534437086,1,0,0,0,57.02,-2.86,13.95,801.45,177,2850,0.14,49,18,12,1.8333
109,A,7420,GT,GT8,8,22/02/2024,2,31.4,16.33,9.4,6.81,7.07,55,10,1,7,4,2,0.520063694,2,13,13,1,57.02,-2.86,13.95,801.45,177,2850,0.14,49,18,12,1.8333
109,A,7420,GT,GT8,8,22/02/2024,1,33.82,16.56,9.74,6.01,6.69,56,14,1,8,4,2,0.489651094,2,19,18,0.947368421,57.02,-2.86,13.95,801.45,177,2850,0.14,49,18,12,1.8333
109,A,7420,GT,GT8,8,22/02/2024,4,31.29,15.29,11.74,6.06,6.25,52,14,1,7,4,1,0.488654522,2,5,4,0.8,57.02,-2.86,13.95,801.45,177,2850,0.14,49,18,12,1.8333
110,A,7419,SO,SO10,8,22/02/2024,4,35.69,18.22,9.22,8.34,8,50,6,1,7,4,1,0.510507145,2,0,0,0,57.98,-4.61,14.34,1223.6,67,2540,0.11,22,34,8,1.1667
110,A,7419,SO,SO10,8,22/02/2024,1,42.53,20.45,8.92,9.34,8.44,57,6,1,7,6,1,0.480837056,2,11,7,0.636363636,57.98,-4.61,14.34,1223.6,67,2540,0.11,22,34,8,1.1667
110,A,7419,SO,SO10,8,22/02/2024,5,33.24,15.78,7.71,7.18,6.62,47,7,1,7,4,1,0.474729242,1,0,0,0,57.98,-4.61,14.34,1223.6,67,2540,0.11,22,34,8,1.1667
110,A,7419,SO,SO10,8,22/02/2024,2,38.39,17.92,8.25,7.93,7.3,64,8,1,7,6,1,0.466788226,1,0,0,0,57.98,-4.61,14.34,1223.6,67,2540,0.11,22,34,8,1.1667
110,A,7419,SO,SO10,8,22/02/2024,3,37.83,17.01,8.64,8.64,8.11,53,6,1,7,4,1,0.44964314,1,0,0,0,57.98,-4.61,14.34,1223.6,67,2540,0.11,22,34,8,1.1667
111,A,7418,MG,MG7,102,22/02/2024,1,46.55,23.85,11.11,7.91,7.26,76,8,1,7,6,2,0.512352309,,,,,56.59,-4.35,12.38,1637.01,300,4650,0.2,36,20,10,1.8333
111,A,7418,MG,MG7,102,22/02/2024,5,39.82,19.97,8.16,6.71,6.61,72,8,1,6,4,2,0.501506781,,,,,56.59,-4.35,12.38,1637.01,300,4650,0.2,36,20,10,1.8333
111,A,7418,MG,MG7,102,22/02/2024,3,43.15,21.39,9.57,7.84,7.02,75,7,1,6,4,2,0.49571263,,,,,56.59,-4.35,12.38,1637.01,300,4650,0.2,36,20,10,1.8333
111,A,7418,MG,MG7,102,22/02/2024,2,44.76,21.4,9.86,8.04,7.06,72,10,1,7,6,2,0.478105451,,,,,56.59,-4.35,12.38,1637.01,300,4650,0.2,36,20,10,1.8333
111,A,7418,MG,MG7,102,22/02/2024,4,44.96,20.44,8.91,8.02,7.49,74,8,1,7,6,2,0.454626335,,,,,56.59,-4.35,12.38,1637.01,300,4650,0.2,36,20,10,1.8333
112,A,7417,BE,BE1,7,22/02/2024,3,50.67,25.4,7.38,7.15,7.22,56,15,1,8,2,4,0.50128281,4,25,23,0.92,57.63,-5.4,14.47,2476.13,21,4440,0.2,43,15.5,12,2
112,A,7417,BE,BE1,7,22/02/2024,4,49.85,24.5,6.5,7.19,7.12,58,16,1,8,2,4,0.491474423,2,12,12,1,57.63,-5.4,14.47,2476.13,21,4440,0.2,43,15.5,12,2
112,A,7417,BE,BE1,7,22/02/2024,2,51.89,25.48,5.01,9.12,8.85,60,18,1,8,2,4,0.491038736,2,17,16,0.941176471,57.63,-5.4,14.47,2476.13,21,4440,0.2,43,15.5,12,2
112,A,7417,BE,BE1,7,22/02/2024,1,51.23,24.35,7.63,8.16,8.55,55,12,1,8,2,4,0.475307437,4,27,25,0.925925926,57.63,-5.4,14.47,2476.13,21,4440,0.2,43,15.5,12,2
112,A,7417,BE,BE1,7,22/02/2024,5,50.53,23.96,7.52,7.86,7.34,60,16,1,8,2,4,0.474173758,3,24,24,1,57.63,-5.4,14.47,2476.13,21,4440,0.2,43,15.5,12,2
113,A,7449,GA,GA7,54,22/02/2024,3,45.74,21.75,9.18,7.83,7.08,76,7,2,4,2,1,0.475513774,,,,,57.26,-4.92,11.95,1764.14,291,4330,0.11,43,13,10,1.5
113,A,7449,GA,GA7,54,22/02/2024,5,48.4,20.98,9.76,6.9,7.55,68,8,2,4,2,1,0.433471074,,,,,57.26,-4.92,11.95,1764.14,291,4330,0.11,43,13,10,1.5
113,A,7449,GA,GA7,54,22/02/2024,2,53.07,22.9,9.47,8.55,7.93,71,7,1,7,4,1,0.431505559,,,,,57.26,-4.92,11.95,1764.14,291,4330,0.11,43,13,10,1.5
113,A,7449,GA,GA7,54,22/02/2024,1,57.07,24.54,8.14,8.45,7.81,67,7,1,7,4,1,0.429998248,,,,,57.26,-4.92,11.95,1764.14,291,4330,0.11,43,13,10,1.5
113,A,7449,GA,GA7,54,22/02/2024,4,52.74,22.31,10.81,9.32,8.44,68,11,2,4,2,1,0.423018582,,,,,57.26,-4.92,11.95,1764.14,291,4330,0.11,43,13,10,1.5
114,A,7450,AB,AB3,0,22/02/2024,,,,,,,,,,,,,,,,,,57.21,-3.61,13.08,1060.69,362,3080,0.06,43,15.5,,1.5
115,A,7451,AB,AB2,0,22/02/2024,,,,,,,,,,,,,,,,,,57.21,-3.61,13.08,1060.69,362,3180,0.11,40,16.5,,1.6667
116,A,7452,GA,GA6,47,22/02/2024,5,33.55,22.59,10,7.21,7.77,76,9,1,6,4,1,0.673323398,,,,,57.26,-4.92,11.95,1764.14,291,3480,0.18,36,31.5,13,1.8333
116,A,7452,GA,GA6,47,22/02/2024,2,44.64,24.21,9.53,7.41,7.46,86,12,1,6,4,1,0.54233871,,,,,57.26,-4.92,11.95,1764.14,291,3480,0.18,36,31.5,13,1.8333
116,A,7452,GA,GA6,47,22/02/2024,1,48.27,25.54,8.94,7.81,7.88,88,9,1,5,4,1,0.529107106,,,,,57.26,-4.92,11.95,1764.14,291,3480,0.18,36,31.5,13,1.8333
116,A,7452,GA,GA6,47,22/02/2024,4,39.41,20.54,8.81,6.41,6.3,82,14,1,5,2,1,0.521187516,,,,,57.26,-4.92,11.95,1764.14,291,3480,0.18,36,31.5,13,1.8333
116,A,7452,GA,GA6,47,22/02/2024,3,43.5,20.39,7.41,7.04,7.23,74,8,1,6,2,1,0.468735632,,,,,57.26,-4.92,11.95,1764.14,291,3480,0.18,36,31.5,13,1.8333
117,A,7453,AC,AC8,43,22/02/2024,2,44.76,24.46,7.65,8.64,8.34,70,8,1,6,4,2,0.546470063,,,,,57.04,-3.35,10.78,1020.96,476,3810,0.17,33,23.5,12,1.3333
117,A,7453,AC,AC8,43,22/02/2024,5,40.53,21.86,8.81,8.72,7.97,65,8,1,7,6,2,0.539353565,,,,,57.04,-3.35,10.78,1020.96,476,3810,0.17,33,23.5,12,1.3333
117,A,7453,AC,AC8,43,22/02/2024,4,42.63,22.86,7.24,8.76,8.13,67,7,1,7,4,2,0.536242083,,,,,57.04,-3.35,10.78,1020.96,476,3810,0.17,33,23.5,12,1.3333
117,A,7453,AC,AC8,43,22/02/2024,3,43.64,22.94,8.52,7.89,8.41,62,8,1,6,4,2,0.525664528,,,,,57.04,-3.35,10.78,1020.96,476,3810,0.17,33,23.5,12,1.3333
117,A,7453,AC,AC8,43,22/02/2024,1,45.18,23.37,12.01,8.6,8.65,75,10,1,7,6,2,0.517264276,,,,,57.04,-3.35,10.78,1020.96,476,3810,0.17,33,23.5,12,1.3333
118,A,7454,LC,LC10,18,22/02/2024,5,43.32,20.45,10.05,7.29,7.8,71,9,1,6,4,2,0.472068329,,,,,57.56,-5.36,13.99,2888.16,112,4550,0.17,43,13,10,1.6667
118,A,7454,LC,LC10,18,22/02/2024,3,43.36,20.05,9.16,7.36,7.23,77,8,1,7,4,2,0.462407749,,,,,57.56,-5.36,13.99,2888.16,112,4550,0.17,43,13,10,1.6667
118,A,7454,LC,LC10,18,22/02/2024,4,43.74,19.35,9.76,7.13,6.6,78,9,1,7,4,2,0.442386831,,,,,57.56,-5.36,13.99,2888.16,112,4550,0.17,43,13,10,1.6667
118,A,7454,LC,LC10,18,22/02/2024,1,51.64,22.46,11.78,8.57,8.22,89,8,1,7,4,2,0.43493416,,,,,57.56,-5.36,13.99,2888.16,112,4550,0.17,43,13,10,1.6667
118,A,7454,LC,LC10,18,22/02/2024,2,47.89,20.36,10.48,7.86,7.48,66,8,1,7,6,2,0.425140948,,,,,57.56,-5.36,13.99,2888.16,112,4550,0.17,43,13,10,1.6667
119,A,7455,BE,BE7,17,22/02/2024,1,43.48,24.45,8.56,7.77,7.67,66,15,1,8,4,2,0.562327507,3,40,38,0.95,57.63,-5.4,14.47,2476.13,21,4380,0.18,36,22.5,10,2.1667
119,A,7455,BE,BE7,17,22/02/2024,3,39.82,22.33,8.92,8.19,7.61,66,11,1,8,4,2,0.560773481,3,32,30,0.9375,57.63,-5.4,14.47,2476.13,21,4380,0.18,36,22.5,10,2.1667
119,A,7455,BE,BE7,17,22/02/2024,5,33.45,18.61,9.59,7.31,6.83,56,12,1,8,4,2,0.556352765,2,12,11,0.916666667,57.63,-5.4,14.47,2476.13,21,4380,0.18,36,22.5,10,2.1667
119,A,7455,BE,BE7,17,22/02/2024,2,39.7,21.83,8.72,7.82,8.28,56,7,1,8,4,2,0.549874055,3,31,28,0.903225806,57.63,-5.4,14.47,2476.13,21,4380,0.18,36,22.5,10,2.1667
119,A,7455,BE,BE7,17,22/02/2024,4,39.68,20.36,8.65,7.27,7.62,61,10,1,8,4,2,0.513104839,3,35,32,0.914285714,57.63,-5.4,14.47,2476.13,21,4380,0.18,36,22.5,10,2.1667
120,A,7456,GT,GT5,2,22/02/2024,1,40.67,22.7,9.04,7.56,7.54,64,12,1,7,4,3,0.558150971,3,14,6,0.428571429,57.02,-2.86,13.95,801.45,177,3850,0.3,36,20,15,2
120,A,7456,GT,GT5,2,22/02/2024,2,33.74,18.55,9.02,6.84,6.89,53,12,1,7,4,3,0.549792531,2,25,10,0.4,57.02,-2.86,13.95,801.45,177,3850,0.3,36,20,15,2
121,A,7488,GD,GD4,2,22/02/2024,5,43.87,21.36,8.56,9.39,8.28,61,10,1,6,4,3,0.486893093,,,,,57.03,-3.58,11.71,1080.43,443,3550,0.2,49,18,15,1.8333
121,A,7488,GD,GD4,2,22/02/2024,2,49.99,23.99,7.02,9.48,7.92,65,9,1,8,6,3,0.479895979,,,,,57.03,-3.58,11.71,1080.43,443,3550,0.2,49,18,15,1.8333
121,A,7488,GD,GD4,2,22/02/2024,4,45.09,21.45,7.11,9.83,7.87,58,9,1,8,6,3,0.475715236,,,,,57.03,-3.58,11.71,1080.43,443,3550,0.2,49,18,15,1.8333
121,A,7488,GD,GD4,2,22/02/2024,3,47.56,21.3,7.18,9.5,7.65,66,8,1,7,6,3,0.447855341,,,,,57.03,-3.58,11.71,1080.43,443,3550,0.2,49,18,15,1.8333
121,A,7488,GD,GD4,2,22/02/2024,1,51.35,22.31,6.39,10.55,8.08,68,14,1,7,6,3,0.434469328,,,,,57.03,-3.58,11.71,1080.43,443,3550,0.2,49,18,15,1.8333
122,A,7487,MG,MG8,71,22/02/2024,1,55.8,27.75,8.55,10.53,9.76,72,8,1,5,2,2,0.497311828,,,,,56.59,-4.35,12.38,1637.01,300,4950,0.14,24,32.5,11,2.1667
122,A,7487,MG,MG8,71,22/02/2024,2,55,26.84,8.67,9.49,9.09,83,8,1,7,4,2,0.488,,,,,56.59,-4.35,12.38,1637.01,300,4950,0.14,24,32.5,11,2.1667
122,A,7487,MG,MG8,71,22/02/2024,4,53.35,25.97,9.04,9.03,8.14,85,9,1,5,2,2,0.48678538,,,,,56.59,-4.35,12.38,1637.01,300,4950,0.14,24,32.5,11,2.1667
122,A,7487,MG,MG8,71,22/02/2024,5,48.16,23.39,10.9,8.39,8.61,62,9,1,8,4,2,0.485672757,,,,,56.59,-4.35,12.38,1637.01,300,4950,0.14,24,32.5,11,2.1667
122,A,7487,MG,MG8,71,22/02/2024,3,56.31,27.13,8.48,9.64,9.04,84,8,1,8,4,2,0.481797194,,,,,56.59,-4.35,12.38,1637.01,300,4950,0.14,24,32.5,11,2.1667
123,A,7486,GT,GT6,64,22/02/2024,5,28.84,17.72,13.45,4.33,4.77,79,15,1,7,4,4,0.614424411,3,24,18,0.75,57.02,-2.86,13.95,801.45,177,3910,0.21,43,15.5,10,2
123,A,7486,GT,GT6,64,22/02/2024,4,37.46,20.22,12.11,5.75,6.39,92,21,1,7,4,4,0.539775761,3,29,27,0.931034483,57.02,-2.86,13.95,801.45,177,3910,0.21,43,15.5,10,2
123,A,7486,GT,GT6,64,22/02/2024,2,37.26,19.93,11.74,5.33,6.7,98,18,1,6,2,4,0.534889962,3,28,27,0.964285714,57.02,-2.86,13.95,801.45,177,3910,0.21,43,15.5,10,2
123,A,7486,GT,GT6,64,22/02/2024,3,36.32,19.09,12.08,5.38,6.4,85,16,1,7,2,4,0.525605727,3,20,10,0.5,57.02,-2.86,13.95,801.45,177,3910,0.21,43,15.5,10,2
123,A,7486,GT,GT6,64,22/02/2024,1,44.53,22.68,7.74,8.63,7.89,75,16,1,7,4,4,0.50931956,3,23,17,0.739130435,57.02,-2.86,13.95,801.45,177,3910,0.21,43,15.5,10,2
124,A,7485,GA,GA10,38,22/02/2024,4,51.37,23.98,8.33,9.02,8.35,78,8,1,7,4,2,0.466809422,,,,,57.26,-4.92,11.95,1764.14,291,4270,0.22,28,28,12,2
124,A,7485,GA,GA10,38,22/02/2024,1,55.86,25.68,8.9,9.59,8.85,81,7,1,7,4,2,0.45972073,,,,,57.26,-4.92,11.95,1764.14,291,4270,0.22,28,28,12,2
124,A,7485,GA,GA10,38,22/02/2024,2,55.3,25.23,9.4,8.97,8.45,91,7,1,7,4,2,0.456238698,,,,,57.26,-4.92,11.95,1764.14,291,4270,0.22,28,28,12,2
124,A,7485,GA,GA10,38,22/02/2024,3,54.46,24.81,6.37,8.53,8.14,74,8,1,7,4,2,0.455563716,,,,,57.26,-4.92,11.95,1764.14,291,4270,0.22,28,28,12,2
124,A,7485,GA,GA10,38,22/02/2024,5,52.72,22.76,7.93,9.11,8,76,9,1,7,4,2,0.431714719,,,,,57.26,-4.92,11.95,1764.14,291,4270,0.22,28,28,12,2
125,A,7484,SD,SD4,16,22/02/2024,4,60.06,28.26,9.38,7.92,8.55,91,11,2,4,2,3,0.470529471,,,,,57.5,-5.63,13.14,2449.7,68,2830,0.09,28,28,10,1.6667
125,A,7484,SD,SD4,16,22/02/2024,3,63.06,28.69,8.82,8.42,8.78,88,9,2,6,6,3,0.454963527,,,,,57.5,-5.63,13.14,2449.7,68,2830,0.09,28,28,10,1.6667
125,A,7484,SD,SD4,16,22/02/2024,1,66.29,29.82,8.76,8.39,9.33,84,7,2,6,6,3,0.449841605,,,,,57.5,-5.63,13.14,2449.7,68,2830,0.09,28,28,10,1.6667
125,A,7484,SD,SD4,16,22/02/2024,5,62.58,26.85,7.61,8.24,9.28,87,11,1,8,4,3,0.429050815,,,,,57.5,-5.63,13.14,2449.7,68,2830,0.09,28,28,10,1.6667
125,A,7484,SD,SD4,16,22/02/2024,2,67.87,28.45,8.61,7.4,7.88,93,6,1,6,4,3,0.419183734,,,,,57.5,-5.63,13.14,2449.7,68,2830,0.09,28,28,10,1.6667
126,A,7483,GE,GE2,24,22/02/2024,3,48.4,22.54,11.02,7.46,6.35,80,10,1,7,4,4,0.465702479,,,,,57.96,-4.76,13.47,1474.73,62,3810,0.23,36,20.5,10,2
126,A,7483,GE,GE2,24,22/02/2024,5,41.93,19.5,10.59,7.21,5.7,68,7,1,7,4,3,0.465060816,,,,,57.96,-4.76,13.47,1474.73,62,3810,0.23,36,20.5,10,2
126,A,7483,GE,GE2,24,22/02/2024,2,51.11,23.72,12.23,7.74,6.9,95,7,1,7,4,4,0.464097046,,,,,57.96,-4.76,13.47,1474.73,62,3810,0.23,36,20.5,10,2
126,A,7483,GE,GE2,24,22/02/2024,1,53.15,24.46,13.12,7.77,6.84,98,9,1,7,4,4,0.460206961,,,,,57.96,-4.76,13.47,1474.73,62,3810,0.23,36,20.5,10,2
126,A,7483,GE,GE2,24,22/02/2024,4,48.27,21.37,11.83,6.98,6.09,81,12,1,7,4,3,0.442718044,,,,,57.96,-4.76,13.47,1474.73,62,3810,0.23,36,20.5,10,2
127,A,7482,GT,GT1,2,22/02/2024,4,34.07,18,9.34,7.47,7.1,57,11,1,7,4,3,0.528324039,3,19,17,0.894736842,57.02,-2.86,13.95,801.45,177,3230,0.23,43,24.5,12,1.6667
127,A,7482,GT,GT1,2,22/02/2024,2,42.28,21.2,5.59,8.7,8.41,58,21,2,4,2,2,0.501419111,4,35,32,0.914285714,57.02,-2.86,13.95,801.45,177,3230,0.23,43,24.5,12,1.6667
127,A,7482,GT,GT1,2,22/02/2024,3,41.92,20.7,5.89,8.35,7.47,68,10,1,7,2,2,0.49379771,4,35,30,0.857142857,57.02,-2.86,13.95,801.45,177,3230,0.23,43,24.5,12,1.6667
127,A,7482,GT,GT1,2,22/02/2024,1,45.06,21.88,7.77,9.87,8.49,70,15,2,4,2,3,0.485574789,4,37,32,0.864864865,57.02,-2.86,13.95,801.45,177,3230,0.23,43,24.5,12,1.6667
128,A,7481,AM,AM3,22,22/02/2024,4,35.06,18.67,8.78,7.34,8.12,63,7,1,6,4,1,0.532515687,,,,,57.87,-4.6,12.62,1493.67,166,4490,0.2,33,23.5,11,2.3333
